1.10535	0.70159	0.13409	-1.04355	-0.87047	-0.09623	-1.26436	-0.10745	0.34717	-0.15148	0.20199	0.08497	1.02150	-0.53392	-0.61708	0.31846	0.63317	0.10131	0.92280	-1.66181	0.62096	0.31429	0.57076	0.16550	0.28001	-0.42602	0.18772	0.10350	0.83360	-0.34513	1.29376	0.05609	0.89014	-1.12508	0.40684	-1.41846	-0.36509	1.34043	0.12847	-0.13986	-1.77981	0.48575	-0.26763	-0.82658	0.05434	-0.55037	-0.80699	1.68426	-0.70293	0.69928	-0.71750	-0.40509	-0.11942	0.12237	0.03463	1.75341	1.38521	-0.02849	-0.94920	0.02662	-1.82092	0.18836	-0.99501	0.06527
0.09589	-0.66214	1.74158	0.95555	-1.19422	0.27620	1.79868	0.06247	-1.35697	-0.87916	-1.23412	-0.19522	-0.32357	0.15053	-0.72778	0.24271	-0.22353	1.18162	-0.60813	1.98901	0.58946	-0.55510	0.64361	-0.27811	0.35722	1.19289	0.58238	-0.10209	-1.90519	-0.66029	0.83958	-0.86389	-1.03377	0.26022	-0.94806	-0.73928	0.27605	0.41846	-0.08365	-1.50148	-0.27343	-0.72011	1.28971	-0.14095	1.21198	-0.87902	0.34030	-0.86508	-0.24732	-0.37217	-0.52125	1.02680	1.00460	-0.08401	0.08845	1.77897	-2.52621	-0.00532	-0.54155	-1.31416	-0.18993	0.78620	0.08822	1.72908
0.38779	-0.90113	0.00158	-1.55426	-1.22955	-0.36353	1.32913	1.30259	0.12497	1.47902	-0.25892	1.55664	2.05992	0.22726	-1.73965	1.55319	0.37478	0.94637	1.05628	0.40115	-0.54759	-0.27203	-1.10463	1.35050	0.88662	0.12545	0.88978	-0.69343	-0.58543	0.98723	0.77116	0.80921	-0.39107	-0.69333	-0.17069	-0.70937	-0.19171	-1.32951	1.09249	-0.38122	-0.01403	-0.96635	-0.55206	-0.76429	0.52699	-1.01581	-1.15641	-1.04461	0.05573	0.45120	-0.10890	-1.03241	-0.60210	0.77238	-0.65024	-0.39491	-0.28363	-1.21879	-0.29025	1.74230	1.35637	0.09233	-2.60248	-1.70809
-0.06338	-0.22106	-0.10090	-0.37270	0.91561	-1.06525	-0.34905	-0.27726	-1.33908	-0.71036	0.56977	-0.27365	-0.62714	0.50943	-0.32822	-1.65369	0.99837	2.21265	1.66936	-0.86798	-0.32778	-0.54954	-1.98512	-1.02205	0.28415	1.52524	0.49079	-0.71221	0.81574	1.10057	1.44294	-1.14004	-0.90198	1.79280	-0.17101	-0.36367	0.52222	-0.47781	0.69425	0.19120	-0.14326	0.88000	0.49140	-0.58106	-0.20508	0.41459	0.97470	0.15738	0.26946	0.77189	-0.32189	1.21553	0.45291	-0.70946	-1.35691	-1.20271	0.66934	-0.36827	-0.45971	0.65808	-2.12494	0.06264	-0.17591	2.65517
-2.14752	0.61077	-1.60467	-0.02789	-0.41733	1.75072	-0.96252	0.15989	0.11284	0.92683	-1.42184	-1.24481	-0.19500	-0.26332	0.43541	0.65478	0.61017	2.68249	-0.73664	0.16193	-0.12407	0.83464	-1.07123	0.02042	1.90847	0.12200	0.02689	1.03835	-0.46384	1.28197	0.87403	1.14130	-0.23612	0.96411	-1.53473	0.65034	-0.39191	-1.61304	-1.01002	1.65298	0.23063	0.55236	-0.01779	0.16719	0.10255	-1.55115	-0.07816	0.78289	-0.60200	-1.12525	-0.68328	-2.09928	-0.18486	-0.00309	0.36698	0.09553	1.13391	1.28527	-1.18197	-1.41974	-0.08187	1.87812	-0.39610	-1.89883
-0.82074	-0.20123	0.31960	-0.48875	0.21133	0.84420	0.54856	0.83705	0.68801	-0.54230	-1.86476	0.68221	0.92463	-1.18449	1.08314	-0.42950	0.73475	1.10589	0.67122	-0.11915	-0.58661	0.47065	0.14994	-2.52685	0.10006	0.59296	1.23572	-0.47081	1.20461	-0.87451	-1.55566	0.32018	0.07152	1.05586	-1.78232	-1.14271	-0.85689	0.76121	0.26069	1.14614	-0.35683	1.01588	0.47232	0.33337	0.44881	-1.61273	1.32350	0.20403	0.69277	0.84433	0.44581	0.18780	1.76303	0.93744	2.15309	0.64562	-1.13918	0.36106	0.28223	0.22554	-1.11977	-0.61820	-0.23367	-1.94378
1.64264	0.74339	1.30618	0.01395	0.24031	0.81151	0.68384	-1.27901	-1.12661	-2.64724	0.65155	0.40787	-1.43008	-0.11462	-2.05275	-0.60088	1.04822	0.42421	0.81979	-0.86589	1.14349	0.89282	2.78269	-0.29176	-1.09061	-0.97269	-1.61968	0.94553	-0.96271	-0.23084	0.05984	0.94458	0.27836	0.54388	-1.01785	-0.50150	-1.51433	-1.34576	1.12635	1.44226	-1.56058	-0.69155	-1.43797	-0.97441	0.26512	2.24941	0.73545	-0.94793	0.63211	-0.79087	-1.08521	-1.11307	0.28580	0.07356	0.20845	-0.58762	0.25786	-0.51235	-0.60184	0.26721	0.85613	0.31173	0.28115	0.09283
1.41021	1.34614	-0.13946	1.15726	0.71197	0.16199	-0.28549	1.53097	-0.57536	1.92493	1.19753	0.09460	1.37817	-1.78918	1.98181	-1.72663	0.12029	-1.92057	-0.68528	-0.90881	-0.17894	-1.61409	0.80848	-1.13839	-0.85761	-0.62349	0.63687	1.52884	0.89908	0.53461	-0.25850	-0.51102	-0.94892	-0.19632	-1.74068	-2.28566	1.37800	0.68222	1.94510	0.03137	0.52277	-2.33060	0.80137	-0.38818	-0.63745	0.99273	0.16855	0.19670	-0.21350	-1.00619	1.15358	0.55576	1.46585	-0.27095	-2.13207	0.88067	0.21547	0.68891	0.35917	0.92725	0.75569	-0.02517	0.35759	-0.12356
-0.75568	-1.91446	1.67522	0.33651	0.54500	1.30511	0.40267	-0.67738	-3.15851	0.04721	1.30364	-1.08954	-0.04614	0.24297	1.40070	-0.17213	-1.86240	2.00733	-1.38360	-1.10798	0.36944	-0.14304	0.51282	-0.36604	-0.72255	0.87044	-1.35279	-0.19380	-0.25289	-0.36462	-0.69866	0.32817	0.15435	1.43298	0.39413	1.73675	-0.47704	1.24169	0.54337	-1.89477	1.04538	-0.35862	-1.33820	0.45150	1.37853	-0.68935	-0.46495	0.36848	-0.88795	-2.03887	-1.66750	0.24068	1.98815	3.04431	-1.06681	-0.31098	0.33291	1.21660	1.45364	-0.31905	-0.77557	-0.95219	1.33694	0.22277
-0.00169	-1.30414	1.10308	-0.23133	-0.00362	-0.42380	-0.08967	0.48874	0.21879	-0.91934	0.95009	0.91272	1.27673	-0.05248	2.31848	1.37238	-0.03450	1.38038	-0.27250	-0.87639	-1.17866	1.08515	0.22652	2.40892	-0.54118	0.15161	1.77492	0.20857	-0.08086	0.70095	-1.04133	-0.12066	-0.98709	0.26200	-0.87317	-1.40139	0.12999	-0.28224	-1.07847	-0.32159	-0.36956	0.62197	-0.24915	-0.12527	0.33041	-1.68089	1.23703	0.10410	0.55368	0.85969	-0.58470	1.32637	0.07544	-0.23135	0.38401	-0.80967	-0.52816	0.55442	1.53677	0.79198	0.34186	0.95938	-0.59087	0.21253
